filesize,avg_runtime,std_runtime
1,149.2490344842275,6.623971510061548
2,185.2100682258606,0.4003462749213978
3,295.0531310240428,0.7856090636550375
4,376.77258189519245,0.9634647822581803
5,481.8750641345978,1.47349118882737
