filesize,avg_runtime,std_runtime
1,15.357973416646322,0.0690128973265163
2,22.687853813171387,0.02331073211812035
3,31.77709698677063,0.3126639831118768
4,41.424676179885864,0.8758071342978606
5,49.73722902933756,0.5827371019080604
