filesize,avg_runtime,std_runtime
1,90.50559091567993,0.6852183233521624
2,126.92117245992024,8.423883063516092
3,192.16015116373697,0.3865738689354585
4,257.3506024678548,9.860576400292215
5,312.1283276081085,1.260800916485803
